Person_id,Family_Number,Person_Number,Person_Name,Relation_to_Head,Gender,Age,Nationality_Type,Nationality,Trips_Done,Occupation_Status,Occupation_Type,Usual_Mode_of_Travel,License_Type,Bus_Pass,Special_Needs,Car_Available,Person_id_bk,Age_Group,Occupation_Group,Family_income_band,Family_cars,HH_Car_AV,p_car_AV,Tour,Trip,Goout,Inc_group,Inc_group_order,PersonGroup,PersonGroup_inc,PersonGroup_inc_cv,Old_car_AV,B,E,H,O,S,W,X,Y
2083604,20836,4,Mr. D,Son/Daughter,Male,4,Saudi,,no,Child not at nursery,,,No License,,No Problem,,2083604,<=5,NW,4,1,Car_Av,NCA,0,0,0,L,1L,Saudi_NW_Male,Saudi_NW_Male_1L,Saudi_NW_Male_1L_NCA,NCA,0,0,0,0,0,0,0,0
2011301,20113,1,Ms. A,Head of Household,Female,41,Saudi,,Yes,Full Time Employed,Medical Hospital - Health Center (Governmental),Car as Driver,Car Only,No,No Problem,Always,2011301,34-44,W,8,1,Car_Av,CA,1,5,1,H,3H,Saudi_W_Female,Saudi_W_Female_3H,Saudi_W_Female_3H_CA,CA,0,0,1,1,2,1,0,0
2011302,20113,2,Mr. B,Son/Daughter,Male,17,Saudi,,Yes,Student - Secondary School,,Car as Passenger,No License,No,No Problem,Always,2011302,16-17,SS,8,1,Car_Av,CA,2,4,1,H,3H,Saudi_SS_Male,Saudi_SS_Male,Saudi_SS_Male_CA,CA,0,1,2,1,0,0,0,0
2223201,22232,1,Mr. A,Head of Household,Male,53,Non-Saudi Arab,Syria,Yes,Self-Employed (own business),Construction - Infrastructure,Car as Driver,Car Only,Yes,No Problem,Always,2223201,45-54,W,99,1,Car_Av,CA,1,2,1,M,2M,Non-Saudi Arab_W_Male,Non-Saudi Arab_W_Male_2M,Non-Saudi Arab_W_Male_2M_CA,CA,0,0,1,1,0,0,0,0
2223202,22232,2,Ms. B,Wife,Female,48,Non-Saudi Arab,Syria,There is no reason to go out,Self-Employed (own business),Construction - Infrastructure,Car as Driver,Car Only,No,No Problem,Always,2223202,45-54,W,99,1,Car_Av,CA,0,0,0,M,2M,Non-Saudi Arab_W_Female,Non-Saudi Arab_W_Female_2M,Non-Saudi Arab_W_Female_2M_CA,CA,0,0,0,0,0,0,0,0
2223203,22232,3,Mr. C,Son/Daughter,Male,29,Non-Saudi Arab,Syria,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2223203,25-34,W,99,1,Car_Av,CA,1,2,1,M,2M,Non-Saudi Arab_W_Male,Non-Saudi Arab_W_Male_2M,Non-Saudi Arab_W_Male_2M_CA,CA,0,0,1,0,0,1,0,0
2223204,22232,4,Mr. D,Son/Daughter,Male,23,Non-Saudi Arab,Syria,Yes,Self-Employed (own business),Construction - Infrastructure,Car as Driver,Car Only,No,No Problem,Always,2223204,18-24,W,99,1,Car_Av,CA,1,2,1,M,2M,Non-Saudi Arab_W_Male,Non-Saudi Arab_W_Male_2M,Non-Saudi Arab_W_Male_2M_CA,CA,0,0,1,1,0,0,0,0
2223205,22232,5,Mr. E,Son/Daughter,Male,27,Non-Saudi Arab,Syria,Yes,Self-Employed (own business),Construction - Infrastructure,Car as Driver,Car Only,No,No Problem,Always,2223205,25-34,W,99,1,Car_Av,CA,1,2,1,M,2M,Non-Saudi Arab_W_Male,Non-Saudi Arab_W_Male_2M,Non-Saudi Arab_W_Male_2M_CA,CA,0,0,1,1,0,0,0,0
2223206,22232,6,Mr. F,Son/Daughter,Male,17,Non-Saudi Arab,Syria,Yes,Student - Secondary School,,Car as Passenger,No License,No,No Problem,Never,2223206,16-17,SS,99,1,Car_Av,NCA,1,2,1,M,2M,Non-Saudi Arab_SS_Male,Non-Saudi Arab_SS_Male,Non-Saudi Arab_SS_Male_NCA,NCA,0,1,1,0,0,0,0,0
2223207,22232,7,Ms. G,Son/Daughter,Female,15,Non-Saudi Arab,Syria,Yes,Student - Primary School,,Car as Passenger,No License,No,No Problem,Always,2223207,Dec-15,SP,99,1,Car_Av,CA,1,2,1,M,2M,Non-Saudi Arab_SP_Female,Non-Saudi Arab_SP_Female,Non-Saudi Arab_SP_Female_CA,CA,0,1,1,0,0,0,0,0
2389801,23898,1,Mr. A,Head of Household,Male,30,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2389801,25-34,W,8,3,Car_Av,CA,1,2,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,1,0,0,1,0,0
2389802,23898,2,Mr. B,Parents / Grandparents,Male,54,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2389802,45-54,W,8,3,Car_Av,CA,1,2,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,1,0,0,1,0,0
2389803,23898,3,Ms. C,Parents / Grandparents,Female,48,Saudi,,Housewife,House Person,,,No License,No,No Problem,Always,2389803,45-54,NW,8,3,Car_Av,CA,0,0,0,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_CA,CA,0,0,0,0,0,0,0,0
2389804,23898,4,Mr. D,Siblings,Male,28,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2389804,25-34,W,8,3,Car_Av,CA,1,2,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,1,0,0,1,0,0
2389805,23898,5,Mr. E,Siblings,Male,23,Saudi,,New graduate,Unemployed,,,Car Only,No,No Problem,Always,2389805,18-24,NW,8,3,Car_Av,CA,0,0,0,H,3H,Saudi_NW_Male,Saudi_NW_Male_3H,Saudi_NW_Male_3H_CA,CA,0,0,0,0,0,0,0,0
2389806,23898,6,Ms. F,Siblings,Female,25,Saudi,,no job,Unemployed,,,Car Only,No,No Problem,Always,2389806,25-34,NW,8,3,Car_Av,CA,0,0,0,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_CA,CA,0,0,0,0,0,0,0,0
2389807,23898,7,Mr. G,Siblings,Male,22,Saudi,,Yes,Student - University: Full-Time (does not work),,,Car Only,No,No Problem,Always,2389807,18-24,S,8,3,Car_Av,CA,1,2,1,H,3H,Saudi_S_Male,Saudi_S_Male,Saudi_S_Male_CA,CA,0,1,1,0,0,0,0,0
2389808,23898,8,Ms. H,Siblings,Female,11,Saudi,,Yes,Student - Elementary School,,6 - 10 mins walk,No License,No,No Problem,Sometimes,2389808,06-Nov,SP,8,3,Car_Av,NCA,1,2,1,H,3H,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_NCA,NCA,0,1,1,0,0,0,0,0
2299601,22996,1,Mr. A,Head of Household,Male,46,Saudi,,Yes,Retired,,,Car Only,No,No Problem,Always,2299601,45-54,NW,6,1,Car_Av,CA,3,6,1,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_CA,CA,0,0,3,1,2,0,0,0
2209001,22090,1,Mr. A,Head of Household,Male,30,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2209001,25-34,W,5,1,Car_Av,CA,2,4,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,2,1,0,1,0,0
2209002,22090,2,Ms. B,Wife,Female,28,Saudi,,Yes,House Person,,,No License,No,No Problem,Always,2209002,25-34,NW,5,1,Car_Av,CA,1,2,1,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_CA,CA,0,0,1,1,0,0,0,0
2533101,25331,1,Mr. A,Head of Household,Male,54,Saudi,,Yes,Retired,,,Car Only,No,No Problem,Always,2533101,45-54,NW,6,1,Car_Av,CA,2,4,1,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_CA,CA,0,0,2,0,2,0,0,0
2533102,25331,2,Ms. B,Wife,Female,50,Saudi,,do not want,Unemployed,,,No License,No,No Problem,Sometimes,2533102,45-54,NW,6,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_NCA,NCA,0,0,0,0,0,0,0,0
2533103,25331,3,Mr. C,Son/Daughter,Male,17,Saudi,,Yes,Student - Secondary School,,School Bus,No License,No,No Problem,Sometimes,2533103,16-17,SS,6,1,Car_Av,NCA,1,2,1,M,2M,Saudi_SS_Male,Saudi_SS_Male,Saudi_SS_Male_NCA,NCA,0,1,1,0,0,0,0,0
2134301,21343,1,Mr. A,Head of Household,Male,43,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2134301,34-44,W,8,1,Car_Av,CA,2,4,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,2,1,0,1,0,0
2134302,21343,2,Ms. B,Wife,Female,40,Saudi,,Housewife,Unemployed,,,No License,No,No Problem,Never,2134302,34-44,NW,8,1,Car_Av,NCA,0,0,0,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_NCA,NCA,0,0,0,0,0,0,0,0
2134303,21343,3,Ms. C,Son/Daughter,Female,11,Saudi,,Dead week in the study,Student - Elementary School,,Car as Passenger,No License,No,No Problem,Never,2134303,06-Nov,SP,8,1,Car_Av,NCA,0,0,0,H,3H,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_NCA,NCA,0,0,0,0,0,0,0,0
2134304,21343,4,Ms. D,Son/Daughter,Female,8,Saudi,,Dead week in the study,Student - Elementary School,,Car as Passenger,No License,No,No Problem,Never,2134304,06-Nov,SP,8,1,Car_Av,NCA,0,0,0,H,3H,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_NCA,NCA,0,0,0,0,0,0,0,0
2134305,21343,5,Ms. E,Son/Daughter,Female,3,Saudi,,his baby boy,Child not at nursery,,,No License,,No Problem,,2134305,<=5,NW,8,1,Car_Av,NCA,0,0,0,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_NCA,NCA,0,0,0,0,0,0,0,0
2233401,22334,1,Mr. A,Head of Household,Male,35,Saudi,,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2233401,34-44,W,6,2,Car_Av,CA,1,3,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,1,0,0,1,0,1
2233402,22334,2,Ms. B,Wife,Female,32,Saudi,,Yes,House Person,,,Car Only,No,No Problem,Always,2233402,25-34,NW,6,2,Car_Av,CA,2,4,1,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_CA,CA,0,0,2,2,0,0,0,0
2233403,22334,3,Ms. C,Son/Daughter,Female,15,Saudi,,Yes,Student - Primary School,,Car as Passenger,No License,No,No Problem,Always,2233403,Dec-15,SP,6,2,Car_Av,CA,1,2,1,M,2M,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_CA,CA,0,1,1,0,0,0,0,0
2278901,22789,1,Mr. A,Head of Household,Male,43,Saudi,,"Because I am in Yanbu Industrial, I work there",Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2278901,34-44,W,10,1,Car_Av,CA,0,0,0,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,0,0,0,0,0,0
2278902,22789,2,Ms. B,Wife,Female,38,Saudi,,Yes,Full Time Employed,Education - school,Car as Passenger,No License,No,No Problem,Always,2278902,34-44,W,10,1,Car_Av,CA,1,3,1,H,3H,Saudi_W_Female,Saudi_W_Female_3H,Saudi_W_Female_3H_CA,CA,0,0,1,0,1,1,0,0
2278903,22789,3,Mr. C,Driver,Male,34-44,Non-Saudi Arab,Sudan,Yes,Full Time Employed,"House maid, butler, chauffeur, farmer, etc.",Car as Driver,Car Only,No,No Problem,Always,2278903,34-44,W,10,1,Car_Av,CA,6,12,1,H,3H,Non-Saudi Arab_W_Male,Non-Saudi Arab_W_Male_3H,Non-Saudi Arab_W_Male_3H_CA,CA,0,0,6,1,0,0,1,4
2278904,22789,4,Ms. D,Son/Daughter,Female,17,Saudi,,Yes,Student - Secondary School,,Car as Passenger,No License,No,No Problem,Always,2278904,16-17,SS,10,1,Car_Av,CA,2,4,1,H,3H,Saudi_SS_Female,Saudi_SS_Female,Saudi_SS_Female_CA,CA,0,1,2,0,1,0,0,0
2278905,22789,5,Ms. E,Son/Daughter,Female,16,Saudi,,Yes,Student - Secondary School,,Car as Passenger,No License,No,No Problem,Always,2278905,16-17,SS,10,1,Car_Av,CA,2,4,1,H,3H,Saudi_SS_Female,Saudi_SS_Female,Saudi_SS_Female_CA,CA,0,1,2,0,1,0,0,0
2278906,22789,6,Ms. F,Son/Daughter,Female,3,Saudi,,A child is not in the nursery,Child not at nursery,,,No License,,No Problem,,2278906,<=5,NW,10,1,Car_Av,NCA,0,0,0,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_NCA,NCA,0,0,0,0,0,0,0,0
2011401,20114,1,Mr. A,Head of Household,Male,47,Saudi,,Yes,Full Time Employed,military,Car as Driver,Car Only,No,No Problem,Always,2011401,45-54,W,6,1,Car_Av,CA,1,3,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,1,0,1,1,0,0
2011402,20114,2,Ms. B,Wife,Female,42,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2011402,34-44,W,6,1,Car_Av,CA,1,2,1,M,2M,Saudi_W_Female,Saudi_W_Female_2M,Saudi_W_Female_2M_CA,CA,0,0,1,0,0,1,0,0
2011403,20114,3,Mr. C,Son/Daughter,Male,24,Saudi,,Yes,Full Time Employed,military,Car as Driver,Car Only,No,No Problem,Always,2011403,18-24,W,6,1,Car_Av,CA,1,2,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,1,0,0,1,0,0
2011404,20114,4,Ms. D,Son/Daughter,Female,17,Saudi,,Yes,Student - Secondary School,,School Bus,No License,No,No Problem,Never,2011404,16-17,SS,6,1,Car_Av,NCA,1,2,1,M,2M,Saudi_SS_Female,Saudi_SS_Female,Saudi_SS_Female_NCA,NCA,0,1,1,0,0,0,0,0
2011405,20114,5,Mr. E,Son/Daughter,Male,11,Saudi,,Yes,Student - Elementary School,,School Bus,No License,No,No Problem,Never,2011405,06-Nov,SP,6,1,Car_Av,NCA,2,4,1,M,2M,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_NCA,NCA,0,1,2,0,1,0,0,0
2011406,20114,6,Ms. F,Son/Daughter,Female,10,Saudi,,Yes,Student - Elementary School,,School Bus,No License,No,No Problem,Sometimes,2011406,06-Nov,SP,6,1,Car_Av,CA,1,2,1,M,2M,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_CA,NCA,0,1,1,0,0,0,0,0
2011407,20114,7,Ms. G,Son/Daughter,Female,9,Saudi,,Yes,Student - Elementary School,,School Bus,No License,No,No Problem,Never,2011407,06-Nov,SP,6,1,Car_Av,NCA,1,2,1,M,2M,Saudi_SP_Female,Saudi_SP_Female,Saudi_SP_Female_NCA,NCA,0,1,1,0,0,0,0,0
2011408,20114,8,Mr. H,Son/Daughter,Male,4,Saudi,,child not in foster care,Child not at nursery,,,No License,,No Problem,,2011408,<=5,NW,6,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_NCA,NCA,0,0,0,0,0,0,0,0
2514901,25149,1,Mr. A,Head of Household,Male,25-34,Saudi,,Yes,Full Time Employed,Medical Hospital - Health Center (Private),Car as Driver,Car Only,No,No Problem,Always,2514901,25-34,W,4,2,Car_Av,CA,1,3,1,L,1L,Saudi_W_Male,Saudi_W_Male_1L,Saudi_W_Male_1L_CA,CA,0,0,1,1,0,1,0,0
2514902,25149,2,Ms. B,Wife,Female,22,Saudi,,housewife,Unemployed,,,Car Only,No,No Problem,Always,2514902,18-24,NW,4,2,Car_Av,CA,0,0,0,L,1L,Saudi_NW_Female,Saudi_NW_Female_1L,Saudi_NW_Female_1L_CA,CA,0,0,0,0,0,0,0,0
2120101,21201,1,Mr. A,Head of Household,Male,31,Saudi,,Yes,Full Time Employed,military,Car as Driver,Car Only,No,No Problem,Always,2120101,25-34,W,6,0,Car_Nav,CA,2,6,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,2,0,1,1,0,2
2120102,21201,2,Ms. B,Wife,Female,18-24,Saudi,,Yes,Student - University: Full-Time (does not work),,,No License,No,No Problem,Never,2120102,18-24,S,6,0,Car_Nav,CA,1,2,1,M,2M,Saudi_S_Female,Saudi_S_Female,Saudi_S_Female_CA,NCA,0,1,1,0,0,0,0,0
2120103,21201,3,Mr. C,Son/Daughter,Male,1,Saudi,,no,Child not at nursery,,,No License,,No Problem,,2120103,<=5,NW,6,0,Car_Nav,NCA,0,0,0,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_NCA,NCA,0,0,0,0,0,0,0,0
2533401,25334,1,Mr. A,Head of Household,Male,40,Saudi,,Yes,Full Time Employed,Contracting,Car as Driver,Car Only,No,No Problem,Always,2533401,34-44,W,7,1,Car_Av,CA,2,4,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,2,0,1,1,0,0
2533402,25334,2,Ms. B,Wife,Female,33,Saudi,,homework,Unemployed,,,No License,No,No Problem,Sometimes,2533402,25-34,NW,7,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_NCA,NCA,0,0,0,0,0,0,0,0
2533403,25334,3,Mr. C,Son/Daughter,Male,17,Saudi,,Yes,Student - Secondary School,,School Bus,No License,No,No Problem,Sometimes,2533403,16-17,SS,7,1,Car_Av,NCA,1,2,1,M,2M,Saudi_SS_Male,Saudi_SS_Male,Saudi_SS_Male_NCA,NCA,0,1,1,0,0,0,0,0
2083701,20837,1,Mr. A,Head of Household,Male,55,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2083701,55-64,W,4,2,Car_Av,CA,1,2,1,L,1L,Saudi_W_Male,Saudi_W_Male_1L,Saudi_W_Male_1L_CA,CA,0,0,1,0,0,1,0,0
2083702,20837,2,Ms. B,Wife,Female,38,Saudi,,Yes,House Person,,,No License,No,No Problem,Sometimes,2083702,34-44,NW,4,2,Car_Av,NCA,1,2,1,L,1L,Saudi_NW_Female,Saudi_NW_Female_1L,Saudi_NW_Female_1L_NCA,NCA,0,0,1,1,0,0,0,0
2083703,20837,3,Mr. C,Son/Daughter,Male,23,Saudi,,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2083703,18-24,W,4,2,Car_Av,CA,1,2,1,L,1L,Saudi_W_Male,Saudi_W_Male_1L,Saudi_W_Male_1L_CA,CA,0,0,1,0,0,1,0,0
2083704,20837,4,Mr. D,Son/Daughter,Male,14,Saudi,,Yes,Student - Primary School,,Car as Passenger,No License,No,No Problem,Never,2083704,Dec-15,SP,4,2,Car_Av,CA,1,2,1,L,1L,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_CA,NCA,0,1,1,0,0,0,0,0
2083705,20837,5,Ms. E,Son/Daughter,Female,5,Saudi,,Yes,Child not at nursery,,,No License,,No Problem,,2083705,<=5,NW,4,2,Car_Av,NCA,1,2,1,L,1L,Saudi_NW_Female,Saudi_NW_Female_1L,Saudi_NW_Female_1L_NCA,NCA,0,0,1,1,0,0,0,0
2015501,20155,1,Mr. A,Head of Household,Male,32,Saudi,,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2015501,25-34,W,8,2,Car_Av,CA,2,4,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,2,0,1,1,0,0
2015502,20155,2,Ms. B,Wife,Female,30,Saudi,,Yes,Full Time Employed,Medical Hospital - Health Center (Governmental),Car as Driver,Car Only,No,No Problem,Always,2015502,25-34,W,8,2,Car_Av,CA,2,4,1,H,3H,Saudi_W_Female,Saudi_W_Female_3H,Saudi_W_Female_3H_CA,CA,0,0,2,0,1,1,0,0
2209501,22095,1,Mr. A,Head of Household,Male,39,Saudi,,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2209501,34-44,W,7,1,Car_Av,CA,2,6,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,2,0,1,1,0,2
2209502,22095,2,Ms. B,Wife,Female,34,Saudi,,Yes,House Person,,,No License,No,No Problem,Always,2209502,25-34,NW,7,1,Car_Av,CA,1,2,1,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_CA,CA,0,0,1,0,1,0,0,0
2209503,22095,3,Mr. C,Son/Daughter,Male,9,Saudi,,Yes,Student - Elementary School,,Car as Passenger,No License,No,No Problem,Always,2209503,06-Nov,SP,7,1,Car_Av,CA,1,2,1,M,2M,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_CA,CA,0,1,1,0,0,0,0,0
2209504,22095,4,Mr. D,Son/Daughter,Male,6,Saudi,,Yes,Student - Elementary School,,Car as Passenger,No License,Yes,No Problem,Always,2209504,06-Nov,SP,7,1,Car_Av,CA,1,2,1,M,2M,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_CA,CA,0,1,1,0,0,0,0,0
2209505,22095,5,Ms. E,Son/Daughter,Female,2,Saudi,,child not in foster care,Child not at nursery,,,No License,,No Problem,,2209505,<=5,NW,7,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_NCA,NCA,0,0,0,0,0,0,0,0
2011501,20115,1,Mr. A,Head of Household,Male,27,Saudi,,Yes,Full Time Employed,Royal Guard military,Car as Driver,Car Only,No,No Problem,Always,2011501,25-34,W,7,1,Car_Av,CA,2,8,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,2,3,2,1,0,0
2011502,20115,2,Ms. B,Wife,Female,24,Saudi,,Yes,Unemployed,,,Car Only,No,No Problem,Never,2011502,18-24,NW,7,1,Car_Av,NCA,1,2,1,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_NCA,NCA,0,0,1,0,1,0,0,0
2533301,25333,1,Mr. A,Head of Household,Male,37,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2533301,34-44,W,7,1,Car_Av,CA,2,5,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,2,1,1,1,0,0
2533302,25333,2,Ms. B,Wife,Female,35,Saudi,,homework,Unemployed,,,No License,No,No Problem,Sometimes,2533302,34-44,NW,7,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_NCA,NCA,0,0,0,0,0,0,0,0
2533303,25333,3,Mr. C,Son/Daughter,Male,3,Saudi,,child,Child not at nursery,,,No License,,No Problem,,2533303,<=5,NW,7,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Male,Saudi_NW_Male_2M,Saudi_NW_Male_2M_NCA,NCA,0,0,0,0,0,0,0,0
2533304,25333,4,Ms. D,Son/Daughter,Female,4,Saudi,,baby girl,Child not at nursery,,,No License,,No Problem,,2533304,<=5,NW,7,1,Car_Av,NCA,0,0,0,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_NCA,NCA,0,0,0,0,0,0,0,0
2293301,22933,1,Mr. A,Head of Household,Male,28,Saudi,,Yes,Full Time Employed,Offices - government,Car as Driver,Car Only,No,No Problem,Always,2293301,25-34,W,5,1,Car_Av,CA,3,6,1,M,2M,Saudi_W_Male,Saudi_W_Male_2M,Saudi_W_Male_2M_CA,CA,0,0,3,0,2,1,0,0
2293302,22933,2,Ms. B,Wife,Female,30,Saudi,,Home Errands,Unemployed,,,No License,No,No Problem,Always,2293302,25-34,NW,5,1,Car_Av,CA,0,0,0,M,2M,Saudi_NW_Female,Saudi_NW_Female_2M,Saudi_NW_Female_2M_CA,CA,0,0,0,0,0,0,0,0
2011601,20116,1,Ms. A,Head of Household,Female,40,Saudi,,Yes,Full Time Employed,personal office,Car as Driver,Car Only,No,No Problem,Always,2011601,34-44,W,4,1,Car_Av,CA,1,5,1,L,1L,Saudi_W_Female,Saudi_W_Female_1L,Saudi_W_Female_1L_CA,CA,0,0,1,1,2,1,0,0
2011602,20116,2,Mr. B,Son/Daughter,Male,17,Saudi,,Yes,Refused to Answer,,,No License,,No Problem,,2011602,16-17,NW,4,1,Car_Av,NCA,1,2,1,L,1L,Saudi_NW_Male,Saudi_NW_Male_1L,Saudi_NW_Male_1L_NCA,NCA,0,0,1,1,0,0,0,0
2011603,20116,3,Mr. C,Son/Daughter,Male,16,Saudi,,Yes,Refused to Answer,,,No License,,No Problem,,2011603,16-17,NW,4,1,Car_Av,NCA,1,2,1,L,1L,Saudi_NW_Male,Saudi_NW_Male_1L,Saudi_NW_Male_1L_NCA,NCA,0,0,1,1,0,0,0,0
2011604,20116,4,Mr. D,Son/Daughter,Male,10,Saudi,,Yes,Student - Elementary School,,School Bus,No License,No,No Problem,Sometimes,2011604,06-Nov,SP,4,1,Car_Av,NCA,1,2,1,L,1L,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_NCA,NCA,0,1,1,0,0,0,0,0
2011605,20116,5,Mr. E,Son/Daughter,Male,8,Saudi,,Yes,Student - Elementary School,,Car as Passenger,No License,No,No Problem,Never,2011605,06-Nov,SP,4,1,Car_Av,NCA,1,2,1,L,1L,Saudi_SP_Male,Saudi_SP_Male,Saudi_SP_Male_NCA,NCA,0,1,1,0,0,0,0,0
2011606,20116,6,Ms. F,Son/Daughter,Female,5,Saudi,,Yes,Child not at nursery,,,No License,,No Problem,,2011606,<=5,NW,4,1,Car_Av,NCA,1,2,1,L,1L,Saudi_NW_Female,Saudi_NW_Female_1L,Saudi_NW_Female_1L_NCA,NCA,0,1,1,0,0,0,0,0
2209601,22096,1,Mr. A,Head of Household,Male,48,Saudi,,Yes,Full Time Employed,Medical Hospital - Health Center (Governmental),Car as Driver,Car Only,No,No Problem,Always,2209601,45-54,W,8,2,Car_Av,CA,2,4,1,H,3H,Saudi_W_Male,Saudi_W_Male_3H,Saudi_W_Male_3H_CA,CA,0,0,2,0,1,1,0,0
2209602,22096,2,Ms. B,Wife,Female,40,Saudi,,Yes,House Person,,,No License,No,No Problem,Always,2209602,34-44,NW,8,2,Car_Av,CA,1,2,1,H,3H,Saudi_NW_Female,Saudi_NW_Female_3H,Saudi_NW_Female_3H_CA,CA,0,0,1,0,1,0,0,0
2209603,22096,3,Ms. C,Son/Daughter,Female,22,Saudi,,Yes,Student - University: Full-Time (does not work),,,Car Only,No,No Problem,Always,2209603,18-24,S,8,2,Car_Av,CA,1,2,1,H,3H,Saudi_S_Female,Saudi_S_Female,Saudi_S_Female_CA,CA,0,1,1,0,0,0,0,0
